distance_km,weight_kg,volume_cbm,cargo_type,transport_mode,season,price
6484.76,18011.36,89.17,STANDARD,AIR,3,64418.78
5273.94,17985.06,68.23,PERISHABLE,SEA,3,14811.48
904.49,19351.26,40.09,STANDARD,RAIL,2,2384.58
760.7,21679.33,63.81,STANDARD,SEA,2,1428.93
5973.19,25779.15,35.34,STANDARD,SEA,2,11334.15
664.85,8707.28,20.98,PERISHABLE,SEA,1,1386.07
6994.72,26419.08,53.92,FRAGILE,ROAD,1,34340.73
6017.75,15994.36,83.57,HAZARDOUS,ROAD,1,36237.85
737.4,2558.16,83.66,HAZARDOUS,RAIL,3,3486.74
766.88,1967.77,31.1,STANDARD,ROAD,2,2217.37
8387.1,10762.2,47.73,STANDARD,ROAD,4,33529.84
3212.59,25138.21,19.44,HAZARDOUS,SEA,3,8960.68
3181.93,22675.02,89.61,STANDARD,ROAD,1,13099.85
6918.16,25256.82,88.31,HAZARDOUS,SEA,4,23447.78
8054.25,16600.88,58.63,PERISHABLE,RAIL,4,33648.26
8381.71,14142.35,72.5,FRAGILE,AIR,2,87015.97
6416.05,4803.74,64.5,HAZARDOUS,RAIL,4,30919.32
3229.39,10569.35,53.59,HAZARDOUS,ROAD,1,15394.36
755.58,13945.22,5.27,HAZARDOUS,SEA,2,1843.58
6616.89,2926.35,41.2,STANDARD,SEA,4,12482.5
4768.52,7137.52,60.89,STANDARD,AIR,2,36907.55
3634.68,19183.39,61.14,STANDARD,RAIL,4,11294.66
7708.69,23567.65,33.89,FRAGILE,ROAD,3,39575.69
989.62,31947.29,84.78,STANDARD,AIR,3,12653.08
4212.68,29866.32,15.48,HAZARDOUS,ROAD,1,24777.63
145.94,20597.83,45.28,STANDARD,SEA,3,500.0
4010.18,13537.81,62.33,FRAGILE,RAIL,3,14251.18
525.76,20394.06,62.89,STANDARD,ROAD,3,2011.25
1054.01,25162.29,58.55,HAZARDOUS,ROAD,4,6599.98
1043.1,3874.92,25.14,FRAGILE,ROAD,4,4479.1
5535.83,13175.97,14.48,STANDARD,SEA,2,9747.7
6354.08,26889.69,57.42,STANDARD,AIR,4,73961.05
4979.47,12344.27,54.14,HAZARDOUS,ROAD,3,26404.5
8180.36,18342.73,16.55,STANDARD,SEA,4,16992.72
3217.66,18849.84,63.61,STANDARD,ROAD,1,11941.15
2464.27,5984.79,41.24,PERISHABLE,RAIL,2,7790.12
7389.66,11655.31,60.26,HAZARDOUS,ROAD,2,38426.33
1939.38,10770.91,75.44,PERISHABLE,AIR,4,27711.63
8189.23,935.68,15.69,STANDARD,SEA,3,13845.47
152.71,871.72,2.21,STANDARD,SEA,2,500.0
8245.48,26631.14,70.23,PERISHABLE,SEA,1,21911.01
414.7,8810.96,55.07,FRAGILE,SEA,1,942.93
7580.16,16626.71,63.12,HAZARDOUS,AIR,2,107048.36
4509.07,9629.35,75.51,STANDARD,SEA,3,9948.42
8440.55,30107.67,72.35,STANDARD,AIR,3,88048.02
673.58,8371.57,86.5,STANDARD,RAIL,4,2180.53
4730.07,13806.05,48.47,STANDARD,ROAD,4,19135.99
8240.61,27940.09,44.22,STANDARD,RAIL,2,24202.46
4470.18,26957.68,36.47,STANDARD,ROAD,4,19109.45
5368.42,6036.64,14.26,PERISHABLE,SEA,4,11813.16
5929.08,25704.32,51.75,STANDARD,RAIL,4,19126.19
3890.87,14716.16,25.29,FRAGILE,SEA,1,7878.18
5352.87,15506.71,82.96,HAZARDOUS,ROAD,4,37912.6
4987.46,4358.01,52.7,FRAGILE,ROAD,2,21118.18
7664.79,2671.19,53.56,STANDARD,RAIL,3,21082.98
434.02,23321.26,32.27,HAZARDOUS,AIR,4,7556.04
2424.14,15937.11,5.15,FRAGILE,RAIL,3,8337.34
8080.98,14035.54,3.34,HAZARDOUS,RAIL,4,35045.83
7572.73,23371.31,38.39,HAZARDOUS,SEA,2,22262.36
3900.3,24519.86,8.07,PERISHABLE,SEA,1,9854.07
5290.12,5169.17,54.81,FRAGILE,ROAD,2,22355.89
2393.87,19566.18,79.35,STANDARD,RAIL,1,7204.33
1639.62,4417.8,79.52,FRAGILE,ROAD,4,8681.35
3968.25,24068.87,59.48,STANDARD,AIR,4,45685.39
3035.83,21056.87,19.41,PERISHABLE,ROAD,1,14709.93
4981.89,30616.01,77.74,STANDARD,RAIL,2,15715.04
706.86,2299.76,79.81,STANDARD,ROAD,2,2514.9
8283.64,1920.05,18.1,HAZARDOUS,ROAD,1,36484.34
8383.48,9101.77,66.5,FRAGILE,SEA,4,22183.72
5949.47,8448.41,26.14,STANDARD,ROAD,1,18611.5
4580.01,7978.62,72.34,STANDARD,ROAD,4,20057.57
2665.51,29009.52,89.75,PERISHABLE,RAIL,1,11414.16
6926.57,8060.52,3.19,STANDARD,ROAD,4,25077.49
5835.98,8775.2,80.81,PERISHABLE,ROAD,1,31476.76
1424.11,24324.8,56.23,STANDARD,SEA,3,3099.59
7747.33,14446.7,87.62,HAZARDOUS,SEA,4,26892.07
7000.44,24877.07,42.12,HAZARDOUS,AIR,2,105884.65
8075.81,2185.18,76.34,STANDARD,SEA,1,16663.67
6182.33,15653.52,6.08,STANDARD,SEA,2,11316.68
5233.36,1172.27,30.51,STANDARD,ROAD,1,16055.21
3584.15,2098.64,6.5,HAZARDOUS,SEA,2,7711.68
7931.56,29015.35,87.79,FRAGILE,SEA,2,20159.8
7368.24,4541.93,73.62,FRAGILE,SEA,1,17187.91
432.1,17084.22,76.8,STANDARD,RAIL,1,1313.97
272.8,13213.95,84.45,STANDARD,ROAD,2,1065.83
3231.12,11180.25,8.12,STANDARD,SEA,2,5872.32
6899.18,28804.68,35.01,STANDARD,SEA,2,13342.36
8392.48,796.17,6.86,FRAGILE,AIR,4,84294.05
1321.02,21274.89,19.37,PERISHABLE,ROAD,4,7233.4
5070.4,30832.28,21.03,FRAGILE,ROAD,3,27610.62
3268.53,17969.37,42.49,STANDARD,ROAD,4,13074.03
8245.78,29984.64,24.54,PERISHABLE,SEA,4,26184.2
7165.9,1767.03,9.54,HAZARDOUS,ROAD,1,28009.88
7133.88,13459.51,15.49,PERISHABLE,ROAD,3,30769.92
4010.46,8399.03,13.68,FRAGILE,AIR,3,42950.42
3555.22,23413.19,87.59,STANDARD,ROAD,4,15142.32
2360.29,31403.38,68.46,STANDARD,SEA,1,4910.51
526.37,8283.31,87.11,HAZARDOUS,RAIL,1,2364.44
7356.9,20968.17,39.86,STANDARD,SEA,3,13994.06
6919.01,6419.31,25.41,STANDARD,SEA,1,11927.51
8497.61,18134.04,71.95,FRAGILE,AIR,2,103239.86
8471.58,14899.45,29.7,FRAGILE,AIR,4,100939.02
4743.4,31106.97,27.29,FRAGILE,ROAD,2,22766.35
6547.94,19512.02,21.31,STANDARD,ROAD,3,21918.58
8033.27,11249.25,12.11,STANDARD,ROAD,3,25692.75
7229.52,3739.66,23.45,FRAGILE,SEA,1,14565.22
2140.09,4924.77,32.3,PERISHABLE,SEA,1,4592.76
3857.1,7287.61,60.82,HAZARDOUS,RAIL,3,16331.07
1141.4,8105.84,6.1,PERISHABLE,SEA,3,2356.07
8111.73,27234.65,19.34,HAZARDOUS,ROAD,2,47585.66
5172.18,18003.01,72.91,FRAGILE,SEA,2,12181.44
1982.03,16796.17,13.65,STANDARD,AIR,1,18129.03
5725.87,3761.13,31.17,FRAGILE,ROAD,2,21922.01
5273.18,27538.46,77.89,FRAGILE,RAIL,1,18236.48
3076.47,23157.78,14.37,FRAGILE,ROAD,1,13344.47
1009.56,2258.62,7.9,STANDARD,SEA,4,1765.65
5724.79,22679.94,43.87,FRAGILE,RAIL,1,20023.87
4446.6,17438.87,27.57,STANDARD,ROAD,2,15879.95
6576.09,2707.04,50.93,FRAGILE,RAIL,3,22356.85
4445.38,14719.79,72.44,STANDARD,ROAD,3,17426.1
7250.93,15561.81,12.77,HAZARDOUS,RAIL,2,25223.0
4713.61,5388.21,52.47,STANDARD,SEA,3,8854.59
4789.93,30267.77,45.74,STANDARD,ROAD,1,19105.5
7457.72,27214.21,13.4,STANDARD,SEA,3,17082.35
3459.43,21441.81,56.35,FRAGILE,SEA,2,8283.7
1182.43,14847.23,24.99,STANDARD,RAIL,3,3330.04
293.21,13235.32,44.16,STANDARD,ROAD,1,992.76
6430.91,20866.05,7.86,FRAGILE,SEA,1,14461.6
5291.62,17499.28,41.63,STANDARD,AIR,2,49065.44
5999.47,2086.51,27.93,PERISHABLE,ROAD,2,24645.17
1849.55,16448.83,74.1,PERISHABLE,ROAD,2,8873.38
1202.34,25824.28,5.6,FRAGILE,ROAD,4,6354.0
172.9,14749.75,37.97,STANDARD,SEA,4,500.0
3012.46,1757.41,41.53,HAZARDOUS,ROAD,1,15382.3
5034.8,25182.27,65.39,STANDARD,RAIL,4,15136.06
3364.46,6523.5,51.9,STANDARD,SEA,4,7248.28
3746.66,8350.0,60.22,STANDARD,SEA,3,7063.77
7690.14,5354.13,70.05,PERISHABLE,RAIL,4,30952.56
2992.76,10633.86,77.67,STANDARD,RAIL,3,9514.29
4393.21,24240.37,28.59,FRAGILE,SEA,2,10886.86
6671.87,16668.41,48.65,HAZARDOUS,ROAD,3,36608.06
3400.79,6635.71,75.69,STANDARD,ROAD,3,13855.8
5306.63,28102.78,89.06,STANDARD,SEA,2,11988.35
7336.97,28158.66,80.11,PERISHABLE,ROAD,2,38946.24
8073.45,27871.45,33.75,FRAGILE,SEA,1,20119.12
1292.77,7717.6,17.97,FRAGILE,AIR,1,13071.57
7879.67,14494.54,44.3,STANDARD,ROAD,1,27369.19
4208.38,31521.17,66.88,STANDARD,RAIL,1,12591.63
2232.17,24727.2,44.58,STANDARD,SEA,3,4493.57
3929.7,966.64,43.74,STANDARD,SEA,3,7109.31
8331.28,2180.03,75.52,STANDARD,AIR,1,65812.6
4212.62,14899.41,32.85,HAZARDOUS,SEA,4,12233.64
2827.95,29104.12,77.45,STANDARD,ROAD,1,10306.06
5402.24,17284.59,36.91,STANDARD,SEA,4,11126.75
2079.23,15980.22,29.88,FRAGILE,RAIL,2,6810.27
691.05,3464.61,41.13,HAZARDOUS,RAIL,3,2586.61
1139.03,21051.29,68.74,STANDARD,ROAD,3,4668.13
1131.99,26325.09,11.78,FRAGILE,ROAD,4,5754.53
1333.58,12235.4,18.08,STANDARD,SEA,1,2379.36
1223.09,24842.02,85.65,STANDARD,RAIL,3,3929.38
5465.39,30866.81,16.21,STANDARD,ROAD,4,23370.11
1586.89,6600.15,51.31,HAZARDOUS,RAIL,2,6705.52
2970.89,16794.22,52.35,STANDARD,SEA,2,5386.2
7627.86,9259.7,44.32,STANDARD,SEA,3,13514.73
4054.98,25392.06,58.2,STANDARD,ROAD,1,14457.6
5690.86,18525.23,21.07,HAZARDOUS,ROAD,4,32963.36
1506.1,20343.18,49.96,STANDARD,ROAD,3,5578.26
1674.84,25553.46,33.81,STANDARD,AIR,2,17193.21
395.34,12731.46,59.72,STANDARD,SEA,1,731.16
1477.5,29291.37,13.14,STANDARD,RAIL,4,5204.54
2404.09,17103.62,51.59,FRAGILE,SEA,3,5475.1
1545.74,5138.76,17.08,FRAGILE,RAIL,4,4449.58
799.54,22299.18,25.44,STANDARD,SEA,1,1529.87
1069.37,25405.04,20.07,STANDARD,RAIL,1,2793.97
3943.58,10204.7,16.86,STANDARD,ROAD,2,12431.2
1793.52,27444.02,74.4,STANDARD,ROAD,1,6666.5
3128.08,29005.97,26.07,STANDARD,RAIL,3,9901.99
4303.88,8933.25,83.48,HAZARDOUS,AIR,4,68002.12
5883.84,31474.33,87.31,PERISHABLE,ROAD,1,30507.93
382.19,4588.7,51.63,PERISHABLE,SEA,1,945.74
6805.02,6544.3,13.3,PERISHABLE,SEA,3,14372.04
5355.76,5976.77,34.02,FRAGILE,ROAD,4,25494.95
740.86,28618.27,71.9,HAZARDOUS,ROAD,4,4826.72
7431.74,20971.93,33.38,STANDARD,ROAD,2,25733.5
7831.37,4952.13,8.29,FRAGILE,SEA,2,15095.46
566.11,14146.32,50.33,STANDARD,ROAD,4,2155.86
2389.62,19728.01,76.14,STANDARD,RAIL,3,6969.45
6862.4,2762.5,71.74,HAZARDOUS,RAIL,3,29258.71
6372.79,28249.08,16.17,STANDARD,SEA,2,13079.99
1609.2,25734.95,60.71,STANDARD,ROAD,1,6431.67
1819.0,16216.1,20.24,PERISHABLE,RAIL,3,5996.79
3180.49,30951.34,20.03,STANDARD,RAIL,1,9771.42
4144.22,13426.58,78.73,STANDARD,RAIL,3,12947.77
5274.25,31493.12,22.85,PERISHABLE,SEA,4,16945.25
3167.32,21406.65,24.06,FRAGILE,ROAD,2,14835.69
3958.42,20346.01,0.56,FRAGILE,SEA,1,9078.42
6366.13,5393.96,78.42,STANDARD,SEA,1,12695.75
359.97,28233.5,71.44,STANDARD,SEA,4,859.69
2183.09,13736.92,56.65,PERISHABLE,SEA,3,5554.52
6077.8,5275.25,67.65,FRAGILE,RAIL,1,20560.07
7614.5,502.18,14.11,FRAGILE,ROAD,3,28722.71
4373.67,17956.21,41.52,STANDARD,SEA,4,8827.1
4546.36,16924.05,31.93,STANDARD,RAIL,2,11556.01
955.6,23047.38,8.89,PERISHABLE,SEA,1,2383.51
3830.63,28499.23,44.01,STANDARD,ROAD,3,16557.28
4550.62,2633.07,82.91,FRAGILE,AIR,1,43291.38
2098.88,23434.74,4.09,STANDARD,SEA,3,4343.22
2325.11,6078.44,26.59,FRAGILE,ROAD,3,9164.86
3238.05,27475.85,19.07,PERISHABLE,RAIL,3,12386.66
219.6,26228.13,21.81,FRAGILE,SEA,4,622.62
2771.57,17351.32,81.8,STANDARD,SEA,2,5744.41
1836.74,22756.75,42.39,FRAGILE,RAIL,1,6478.62
2817.35,10127.77,42.23,HAZARDOUS,SEA,2,6323.75
1061.99,15130.26,68.57,STANDARD,ROAD,3,4298.79
7574.96,26310.22,14.33,PERISHABLE,RAIL,3,29747.01
5065.86,14750.56,44.11,FRAGILE,SEA,2,11170.21
5788.41,11513.76,38.98,PERISHABLE,SEA,2,13400.64
6718.5,15865.38,53.92,FRAGILE,SEA,1,14485.55
4261.84,26521.15,89.96,STANDARD,SEA,3,9571.58
784.48,10793.14,69.37,STANDARD,ROAD,2,2839.97
4588.55,5642.99,36.11,STANDARD,SEA,4,8088.08
5008.81,22813.25,74.57,PERISHABLE,ROAD,3,27437.09
6348.96,26448.7,15.78,HAZARDOUS,ROAD,3,36322.58
3697.52,3310.34,3.23,FRAGILE,ROAD,1,12331.99
1128.05,7751.98,18.8,STANDARD,RAIL,4,2903.67
2447.91,4628.91,30.97,STANDARD,ROAD,1,7703.33
3118.05,11199.33,46.2,HAZARDOUS,ROAD,4,17435.89
5508.0,14466.2,55.55,STANDARD,ROAD,1,19554.72
4873.08,23987.56,82.0,STANDARD,ROAD,4,20341.41
3059.02,20871.61,46.13,FRAGILE,SEA,4,7808.54
8386.05,19907.62,45.36,STANDARD,RAIL,4,25697.4
5168.8,11340.76,5.0,STANDARD,ROAD,2,17564.33
2054.57,26942.18,3.62,STANDARD,SEA,3,4332.33
910.06,15134.06,49.83,STANDARD,SEA,4,1934.99
1341.66,31333.45,39.72,PERISHABLE,SEA,2,3755.34
2128.34,20329.13,75.61,STANDARD,ROAD,2,7865.61
1407.76,4127.85,14.88,STANDARD,SEA,1,2150.06
1626.49,21670.06,2.73,STANDARD,ROAD,3,6113.48
2459.05,10470.82,40.69,HAZARDOUS,ROAD,3,12612.57
1515.01,21993.84,21.75,STANDARD,ROAD,1,5798.95
7627.67,2321.55,4.94,FRAGILE,SEA,3,14571.47
727.98,5678.72,65.35,STANDARD,ROAD,1,2758.84
4482.12,27398.02,10.49,STANDARD,ROAD,2,16661.34
3517.85,7347.03,54.94,STANDARD,ROAD,2,11987.64
8351.1,26801.61,25.65,HAZARDOUS,SEA,4,27091.11
996.73,9008.91,16.03,PERISHABLE,SEA,1,2149.91
3411.88,20607.93,34.49,STANDARD,ROAD,2,11995.63
8242.03,22243.4,72.23,FRAGILE,SEA,2,20379.01
7363.54,16453.69,35.59,PERISHABLE,RAIL,1,24270.65
6954.26,9839.41,67.69,STANDARD,SEA,2,13446.93
2229.28,6883.36,11.73,HAZARDOUS,ROAD,3,10410.67
1494.0,1158.74,69.66,STANDARD,SEA,2,2665.45
5700.04,9795.89,21.71,PERISHABLE,ROAD,1,25346.95
7903.23,20935.89,61.13,HAZARDOUS,SEA,3,22383.97
4754.65,30031.92,51.14,PERISHABLE,ROAD,3,24287.82
4880.13,27891.42,83.66,FRAGILE,RAIL,2,17965.68
2415.82,24537.47,35.17,STANDARD,RAIL,4,7873.27
6552.22,25251.47,6.42,PERISHABLE,RAIL,3,26102.05
1630.52,21313.02,2.21,STANDARD,ROAD,1,6099.47
2785.09,8403.15,74.5,STANDARD,SEA,4,6442.66
3644.94,29039.52,47.46,HAZARDOUS,ROAD,4,24504.07
4339.31,21496.36,69.88,HAZARDOUS,SEA,3,13012.97
2098.36,17978.06,21.48,PERISHABLE,SEA,2,5009.12
1020.37,3640.56,31.38,STANDARD,SEA,4,2056.74
5209.74,14361.07,3.19,HAZARDOUS,SEA,2,12355.39
2488.93,14785.43,86.55,HAZARDOUS,SEA,3,7855.36
4961.46,27679.58,60.27,STANDARD,RAIL,1,14730.36
1354.36,17538.08,84.02,STANDARD,SEA,4,3253.41
4115.63,12234.78,24.26,STANDARD,ROAD,1,12716.75
4550.38,31259.93,55.23,STANDARD,SEA,2,8984.69
487.91,3631.99,61.23,PERISHABLE,SEA,2,1212.16
2894.31,13579.29,28.92,FRAGILE,RAIL,1,8975.36
1185.8,1440.59,76.41,HAZARDOUS,ROAD,3,7330.45
585.52,23702.94,85.27,PERISHABLE,RAIL,3,2303.19
8415.16,29386.64,79.69,STANDARD,SEA,4,20796.19
2773.89,9033.19,66.65,HAZARDOUS,AIR,4,43764.43
6893.44,27481.1,25.33,STANDARD,RAIL,3,20992.5
2201.71,9421.76,25.7,PERISHABLE,SEA,3,4675.44
5808.7,29153.57,86.72,STANDARD,AIR,1,60959.19
6473.93,24151.38,1.42,PERISHABLE,ROAD,2,32087.22
5083.15,25776.53,64.59,STANDARD,ROAD,2,19725.55
4034.82,674.41,63.71,STANDARD,SEA,4,8489.2
3530.06,30813.65,56.23,HAZARDOUS,SEA,3,12027.93
2997.94,23280.8,89.11,STANDARD,SEA,1,5979.45
7904.52,9821.56,28.41,FRAGILE,RAIL,4,24392.51
7068.73,26557.69,30.93,STANDARD,ROAD,1,28267.64
8204.48,9080.53,7.57,HAZARDOUS,RAIL,3,26664.91
1100.31,27940.85,40.13,STANDARD,ROAD,3,4446.67
6225.83,3691.31,23.86,STANDARD,ROAD,3,22048.08
7978.98,22547.58,31.23,STANDARD,SEA,2,15395.39
1581.42,17348.28,75.19,STANDARD,ROAD,3,5951.78
611.89,3179.45,84.23,STANDARD,SEA,4,1421.34
6312.47,7816.41,17.12,STANDARD,RAIL,2,14516.13
4904.3,495.69,33.84,STANDARD,SEA,1,8300.66
7163.45,15053.7,83.61,STANDARD,ROAD,4,32632.14
1231.08,9710.36,6.03,FRAGILE,ROAD,4,5127.53
6770.01,19187.6,8.77,PERISHABLE,ROAD,1,33663.96
1753.75,9581.89,15.07,STANDARD,AIR,2,14612.82
1432.89,9667.42,53.77,FRAGILE,SEA,4,3740.56
1438.05,23807.86,13.97,FRAGILE,RAIL,4,5581.87
6933.16,1635.76,87.14,STANDARD,ROAD,4,32785.81
5670.92,28902.35,40.48,HAZARDOUS,AIR,2,88968.49
4469.9,27287.22,45.39,STANDARD,ROAD,2,17452.68
3082.12,21402.97,22.58,FRAGILE,ROAD,2,13205.25
7462.34,19023.77,42.65,STANDARD,SEA,4,15041.68
3366.16,28564.45,59.74,FRAGILE,AIR,3,47874.88
6950.27,6012.03,67.73,FRAGILE,ROAD,1,30817.14
3760.69,2619.12,67.97,STANDARD,ROAD,3,13907.3
3235.18,7740.37,52.22,STANDARD,AIR,2,25672.97
3959.64,25447.05,81.44,PERISHABLE,ROAD,4,23887.35
2596.64,1205.98,73.66,STANDARD,ROAD,4,10807.91
6367.3,18691.54,68.26,FRAGILE,SEA,3,15677.67
4297.99,31854.46,5.48,PERISHABLE,SEA,3,12645.08
2012.2,27396.71,1.12,HAZARDOUS,RAIL,1,8032.92
7651.41,16734.12,19.51,FRAGILE,AIR,4,93902.0
3293.88,2130.15,59.89,HAZARDOUS,SEA,3,9447.67
4643.02,26620.82,37.3,PERISHABLE,ROAD,1,22984.11
7709.69,19207.41,36.52,STANDARD,AIR,2,75855.63
5324.81,3766.36,79.67,STANDARD,RAIL,3,16918.45
1037.79,3094.05,80.65,STANDARD,ROAD,2,4102.59
7991.58,29117.1,81.87,PERISHABLE,SEA,1,23394.32
5354.13,21447.49,28.59,FRAGILE,ROAD,2,23762.94
2879.95,26554.25,62.35,STANDARD,ROAD,4,12919.28
1226.85,28139.43,24.81,PERISHABLE,ROAD,4,7115.27
6759.51,18339.54,17.56,STANDARD,RAIL,2,19687.15
5289.61,16606.54,17.02,STANDARD,SEA,4,11636.17
4557.75,13830.63,31.12,FRAGILE,SEA,1,9670.24
7603.39,10210.6,38.98,STANDARD,AIR,4,73713.42
6713.65,13963.61,74.87,PERISHABLE,ROAD,2,35393.81
1331.65,24786.76,11.23,STANDARD,ROAD,2,4966.09
2684.05,19301.36,66.28,HAZARDOUS,ROAD,2,13964.67
2149.73,28571.49,48.07,FRAGILE,ROAD,3,11297.15
6336.35,14243.82,26.27,STANDARD,ROAD,2,20889.12
333.35,19466.16,44.61,PERISHABLE,SEA,1,819.82
4865.57,20238.71,27.34,FRAGILE,AIR,4,64254.75
6492.78,18975.14,53.85,STANDARD,AIR,4,65254.28
7458.67,22514.02,39.33,STANDARD,ROAD,3,28785.8
2940.59,7674.13,15.21,PERISHABLE,SEA,3,6656.4
6989.62,16444.4,10.93,STANDARD,ROAD,1,23435.43
984.84,3424.77,49.43,STANDARD,ROAD,2,3524.32
7202.52,12365.91,81.27,STANDARD,SEA,3,14846.71
1127.28,15656.58,31.28,STANDARD,SEA,4,2174.57
3407.08,20905.95,66.1,HAZARDOUS,ROAD,3,19014.5
6787.15,30421.94,59.45,STANDARD,RAIL,3,21607.48
1316.8,19260.77,83.87,STANDARD,ROAD,2,5280.08
1987.17,23820.65,73.98,STANDARD,SEA,3,3976.03
6153.03,16249.89,51.21,STANDARD,RAIL,1,16936.88
6134.31,20327.92,59.3,PERISHABLE,AIR,4,97634.98
5467.7,2362.74,80.91,STANDARD,ROAD,2,20997.87
5913.86,8215.09,36.26,PERISHABLE,RAIL,4,22856.71
4636.02,11643.11,29.75,STANDARD,RAIL,1,10793.21
2177.7,15172.54,1.47,STANDARD,RAIL,1,5786.48
2971.13,1556.19,74.48,PERISHABLE,ROAD,3,16194.47
1584.5,4566.77,72.19,STANDARD,SEA,3,3362.14
7726.41,8930.38,9.85,HAZARDOUS,SEA,3,18900.66
4979.66,31091.89,52.13,PERISHABLE,AIR,4,73854.96
3437.19,10669.97,42.03,STANDARD,SEA,1,5833.34
3953.95,15477.11,11.12,STANDARD,SEA,2,6840.7
8054.54,6355.52,88.26,HAZARDOUS,SEA,3,24443.5
1345.82,19583.88,19.72,STANDARD,SEA,4,2858.43
5003.64,9053.79,6.52,STANDARD,ROAD,3,15743.25
4324.76,6703.06,53.74,STANDARD,RAIL,1,11030.85
5216.79,16578.67,66.63,STANDARD,ROAD,2,18168.45
203.03,275.63,3.4,HAZARDOUS,RAIL,1,595.75
7419.45,344.48,59.46,STANDARD,ROAD,4,31240.43
7926.4,7088.3,48.14,STANDARD,AIR,3,65234.81
4825.38,1271.41,9.74,FRAGILE,ROAD,1,16302.68
5936.7,3546.02,15.94,STANDARD,ROAD,4,19203.85
7845.12,10909.65,51.33,STANDARD,RAIL,3,21717.79
6026.17,25702.48,27.02,HAZARDOUS,ROAD,2,34260.97
1338.95,18348.35,84.48,STANDARD,ROAD,1,4584.62
4919.64,16454.1,73.78,HAZARDOUS,ROAD,3,29563.83
5176.74,9462.29,88.53,PERISHABLE,RAIL,3,22964.43
3633.9,29822.94,23.74,STANDARD,RAIL,3,11047.19
6272.95,12764.78,87.29,FRAGILE,SEA,3,16020.82
7945.4,2878.26,39.1,STANDARD,SEA,1,13422.41
7871.05,19784.42,31.6,STANDARD,RAIL,3,21561.13
3859.59,3731.44,5.01,PERISHABLE,ROAD,4,16617.76
1006.86,11112.62,5.22,PERISHABLE,ROAD,1,3878.52
8371.91,16286.44,62.44,STANDARD,SEA,3,15802.02
7138.69,27987.7,41.48,FRAGILE,ROAD,1,36478.22
1103.4,15844.14,20.77,PERISHABLE,ROAD,4,5414.84
7831.11,22502.05,55.45,PERISHABLE,SEA,4,23678.38
7400.62,31770.86,23.13,FRAGILE,RAIL,1,28662.08
4434.18,4294.5,52.2,STANDARD,ROAD,3,14748.65
5046.28,8863.94,32.65,STANDARD,ROAD,3,16994.08
3421.57,12686.98,74.21,PERISHABLE,AIR,4,45260.47
512.74,13556.32,73.95,STANDARD,SEA,3,1039.34
2882.42,13211.57,43.22,FRAGILE,SEA,4,7059.53
6834.11,29052.79,31.9,STANDARD,RAIL,3,21912.43
89.14,22877.64,32.95,STANDARD,RAIL,4,500.0
2868.07,19492.18,72.61,STANDARD,AIR,2,28456.13
3414.53,9968.99,29.87,PERISHABLE,AIR,3,40523.03
4590.99,26378.91,19.21,STANDARD,ROAD,3,17363.14
7822.78,30566.43,8.08,FRAGILE,SEA,3,20726.52
2976.62,26296.23,42.27,STANDARD,ROAD,1,12702.34
2981.75,149.93,43.65,STANDARD,ROAD,3,10596.91
6281.89,20401.2,75.76,STANDARD,SEA,1,13682.52
3871.24,1731.22,20.3,FRAGILE,RAIL,1,11381.63
1947.91,8317.67,34.6,STANDARD,AIR,4,18248.26
3873.11,1998.84,72.85,STANDARD,ROAD,1,14613.47
1240.24,19361.07,74.21,STANDARD,RAIL,1,3545.8
1540.47,22002.22,34.92,STANDARD,AIR,2,14025.83
4261.21,3752.16,41.59,PERISHABLE,AIR,3,47538.42
3589.92,12344.46,27.64,PERISHABLE,ROAD,1,15998.57
7780.45,14653.94,83.96,STANDARD,RAIL,3,23606.46
3112.23,11872.79,11.12,FRAGILE,SEA,1,6538.17
4955.97,3960.7,84.07,PERISHABLE,ROAD,4,30382.8
5392.63,13464.43,61.71,STANDARD,AIR,2,45369.02
160.65,24062.58,48.08,HAZARDOUS,AIR,1,2359.14
5656.89,2365.14,3.42,PERISHABLE,ROAD,3,20778.17
1554.4,2657.74,43.07,STANDARD,ROAD,4,5641.9
8171.04,11417.2,36.99,STANDARD,ROAD,3,25972.26
1306.2,30141.05,14.93,PERISHABLE,AIR,4,20947.93
3553.57,21427.47,59.25,FRAGILE,ROAD,2,16718.54
771.2,21749.57,87.42,STANDARD,RAIL,4,2547.34
8473.59,11645.25,50.82,STANDARD,RAIL,3,23209.83
4293.55,19037.78,64.47,STANDARD,SEA,3,8378.83
5081.0,423.18,6.63,FRAGILE,ROAD,1,18049.52
616.8,20391.46,37.88,HAZARDOUS,ROAD,4,3885.61
6387.17,29233.85,10.91,PERISHABLE,AIR,3,99443.88
1823.7,19641.09,55.35,STANDARD,AIR,1,17525.39
7638.56,27970.99,84.49,FRAGILE,SEA,2,19033.52
1783.43,23194.74,59.73,FRAGILE,ROAD,3,8095.3
1661.31,3945.81,7.37,STANDARD,ROAD,1,5071.06
358.84,28888.26,32.24,STANDARD,SEA,3,752.71
4038.97,2219.56,49.78,PERISHABLE,ROAD,4,21340.01
4822.91,17133.56,36.59,PERISHABLE,AIR,1,61963.57
605.24,4634.17,75.11,STANDARD,SEA,4,1332.27
6603.21,473.44,73.41,FRAGILE,ROAD,2,31762.24
3880.29,13562.89,55.26,STANDARD,AIR,4,40081.86
